y;matricula;genero;promedio;gms;Créditos por tomar; Avance %;2017-II_mat1;2017-II_notamat1;2017-II_mat2;2017-II_notamat2;2017-II_mat3;2017-II_notamat3;2017-II_mat4;2017-II_notamat4;2017-II_mat5;2017-II_notamat5;2017-II_mat6;2017-II_notamat6;2017-II_mat7;2017-II_notamat7;2018-I_cmat1;2018-I_notacmat1;2018-I_cmat2;2018-I_notacmat2;2018-I_cmat3;2018-I_notacmat3;2018-I_cmat4;2018-I_notacmat4;2018-I_cmat5;2018-I_notacmat5;2018-I_cmat6;2018-I_notacmat6;2018-I_cmat7;2018-I_notacmat7
412;201714870;M;7,56;0,472;120;24,53;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,2;CÁLCULO DE UNA VARIABLE;4,96;COMUNICACIÓN I;6,45;INGLÉS V;8,55;QUÍMICA GENERAL;6,32;;;;;ÁLGEBRA LINEAL;6,68;BIOLOGÍA;8,36;CÁLCULO DE UNA VARIABLE;7,34;COMPUTACIÓN Y SOCIEDAD;8,05;COMUNICACIÓN II;8,6;;;;
413;201710019;F;7,92;1,088;123;25,45;ÁLGEBRA LINEAL;7,44;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,65;CÁLCULO DE UNA VARIABLE;6,76;COMUNICACIÓN I;6,95;QUÍMICA GENERAL;6,45;;;;;BIOLOGÍA;8,08;CÁLCULO DE VARIAS VARIABLES;7,54;COMUNICACIÓN II;6,5;FÍSICA I;8,1;INGLÉS V;8,7;;;;
414;201709789;M;7,25;0,881;120;24,53;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,95;BIOLOGÍA;6,63;CÁLCULO DE UNA VARIABLE;7,04;COMUNICACIÓN I;6,9;QUÍMICA GENERAL;7,13;;;;;ÁLGEBRA LINEAL;6,5;CÁLCULO DE VARIAS VARIABLES;6,7;COMUNICACIÓN II;7,75;FÍSICA I;7,46;;;;;;
415;201708526;M;7,48;0,912;131;18,63;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,75;CÁLCULO DE UNA VARIABLE;5,34;COMUNICACIÓN II;7;QUÍMICA GENERAL;6,68;;;;;;;BIOLOGÍA;7,45;CÁLCULO DE UNA VARIABLE;7,88;COMUNICACIÓN II;6,8;DEPORTE: AJEDREZ;9,15;INGLÉS III;8,63;;;;
416;201702735;F;7,67;1,634;113;29,38;ÁLGEBRA LINEAL;5,26;CÁLCULO DE VARIAS VARIABLES;6,4;COMUNICACIÓN II;7,55;FÍSICA I;6,22;FUNDAMENTOS DE PROGRAMACIÓN;2,14;;;;;ÁLGEBRA LINEAL;6,50;BIOLOGÍA;7,26;CHINO-MANDARÍN BÁSICO A;8,05;FÍSICA II;6,48;FUNDAMENTOS DE PROGRAMACIÓN;6,72;;;;
417;201714979;M;8,10;1,072;124;22,01;ÁLGEBRA LINEAL;7,58;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,5;CÁLCULO DE UNA VARIABLE;6,32;COMUNICACIÓN I;8,6;QUÍMICA GENERAL;8;;;;;BIOLOGÍA;8,56;CÁLCULO DE VARIAS VARIABLES;7,98;COMUNICACIÓN II;8,35;DEPORTE: FÚTBOL;10;FÍSICA I;7,6;FUNDAMENTOS DE PROGRAMACIÓN;8,84;;
418;201305232;M;7,68;1,065;139;15,76;CÁLCULO DE UNA VARIABLE;5,92;FUNDAMENTOS DE PROGRAMACIÓN;4,94;INGLÉS V;9,48;QUÍMICA GENERAL;6,78;;;;;;;CÁLCULO DE UNA VARIABLE;5,92;FUNDAMENTOS DE PROGRAMACIÓN;4,94;INGLÉS V;9,48;QUÍMICA GENERAL;6,78;;;;;;
419;201802907;M;7,03;0,450;144;9,43;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,2;CÁLCULO DE UNA VARIABLE;6,96;CHINO-MANDARÍN BÁSICO A;0;COMUNICACIÓN I;6,5;FUNDAMENTOS DE PROGRAMACIÓN;6,2;QUÍMICA GENERAL;7,28;;
420;200702348;M;8,41;1,040;0;10,30;;;;;;;;;;;;;;;ÁLGEBRA LINEAL;0,36;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;2,5;CÁLCULO DE UNA VARIABLE;1,22;COMUNICACIÓN I;0,2;FUNDAMENTOS DE PROGRAMACIÓN;1,28;;;;
421;201711538;M;7,88;1,354;124;22,01;ÁLGEBRA LINEAL;6,64;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,05;CÁLCULO DE UNA VARIABLE;5,14;COMUNICACIÓN I;8;QUÍMICA GENERAL;6,26;;;;;BIOLOGÍA;8,98;CÁLCULO DE UNA VARIABLE;7,82;COMUNICACIÓN II;6,95;DESARROLLO SOCIAL Y VOLUNTARIADO;9,3;FUNDAMENTOS DE PROGRAMACIÓN;7,72;;;;
422;201613932;F;7,25;0,987;109;32,05;ÁLGEBRA LINEAL;6,1;CÁLCULO DE VARIAS VARIABLES;5,38;FÍSICA I;5,46;INGLÉS IV;8,65;;;;;;;ACTUACIÓN;10;CÁLCULO DE VARIAS VARIABLES;6,24;FUNDAMENTOS DE PROGRAMACIÓN;6,1;INGLÉS V;7,1;;;;;;
423;201613619;F;7,82;0,627;103;37,58;ÁLGEBRA LINEAL;7,78;APRECIACIÓN CINEMATOGRÁFICA;6,85;CÁLCULO DE VARIAS VARIABLES;6,52;DANZA;9,3;FÍSICA I;6,72;;;;;DEPORTE: PING PONG;9,9;FÍSICA II;6;FUNDAMENTOS DE PROGRAMACIÓN;1,74;MÚSICA POPULAR CONTEMPORÁNEA;9,95;TOPOGRAFÍA;7,75;;;;
424;201708823;M;7,22;0,304;125;21,38;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,1;CÁLCULO DE UNA VARIABLE;7,86;COMUNICACIÓN I;6,05;QUÍMICA GENERAL;6,28;;;;;;;ÁLGEBRA LINEAL;6,82;CÁLCULO DE VARIAS VARIABLES;8,14;COMUNICACIÓN II;8,4;FÍSICA I;6,66;FUNDAMENTOS DE PROGRAMACIÓN;7,54;;;;
425;201712015;M;7,33;0,641;121;23,90;ÁLGEBRA LINEAL;6,12;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,45;CÁLCULO DE UNA VARIABLE;4,9;COMUNICACIÓN I;7,2;QUÍMICA GENERAL;6,51;;;;;BIOLOGÍA;8,96;CÁLCULO DE VARIAS VARIABLES;7,78;COMUNICACIÓN II;7,8;DESARROLLO SOCIAL Y VOLUNTARIADO;9,5;FUNDAMENTOS DE PROGRAMACIÓN;6,56;;;;
426;201806965;M;8,25;0,361;131;18,63;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,45;CÁLCULO DE UNA VARIABLE;8,06;COMUNICACIÓN I;7,8;FUNDAMENTOS DE PROGRAMACIÓN;8,98;QUÍMICA GENERAL;8,71;;;;
427;201712098;M;7,34;1,362;126;22,22;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,75;CÁLCULO DE UNA VARIABLE;5,24;COMUNICACIÓN I;7,05;INGLÉS V;7,05;QUÍMICA GENERAL;6,03;;;;;ÁLGEBRA LINEAL;6,1;BIOLOGÍA;7,32;CÁLCULO DE UNA VARIABLE;7,44;COMUNICACIÓN II;6,7;FUNDAMENTOS DE PROGRAMACIÓN;7,02;;;;
428;201806981;M;8,40;0,245;135;16,67;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,35;CÁLCULO DE UNA VARIABLE;7,84;COMUNICACIÓN I;7,3;FUNDAMENTOS DE PROGRAMACIÓN;8,6;INGLÉS IV;8,52;QUÍMICA GENERAL;7,77;;
429;201608395;M;7,24;0,241;107;33,54;ÁLGEBRA LINEAL;6,84;COMUNICACIÓN II;7,85;FÍSICA II;6,70;FUNDAMENTOS DE PROGRAMACIÓN;1,90;MATEMÁTICAS DISCRETAS;6,04;;;;;ECUACIONES DIFERENCIALES;4,74;ESTADÍSTICA;3,86;FÍSICA III;6,58;FUNDAMENTOS DE PROGRAMACIÓN;6,5;;;;;;
430;201714680;F;7,62;1,083;127;22,09;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,55;CÁLCULO DE UNA VARIABLE;5,58;COMUNICACIÓN I;6,25;QUÍMICA GENERAL;6,13;;;;;;;ÁLGEBRA LINEAL;7,24;BIOLOGÍA;7,8;CÁLCULO DE UNA VARIABLE;7,6;COMUNICACIÓN II;8;FUNDAMENTOS DE PROGRAMACIÓN;7,8;;;;
431;201703865;M;6,91;;131;19,63;ÁLGEBRA LINEAL;4,40;BIOLOGÍA;7,40;CÁLCULO DE VARIAS VARIABLES;6,08;COMUNICACIÓN II;6,80;DANZA;7,95;FÍSICA I;5,9;;;ÁLGEBRA LINEAL;6,34;ESTADÍSTICA;5,56;FÍSICA I;6,36;FUNDAMENTOS DE PROGRAMACIÓN;6,9;;;;;;
432;200604189;M;6,95;0,518;76;53,94;DISEÑO DE VÍAS;0,26;ESTADÍSTICA;5,20;FUNDAMENTOS DE PROGRAMACIÓN;2,30;INGLÉS I;6,01;RESISTENCIA DE MATERIALES;7,28;;;;;FUNDAMENTOS DE PROGRAMACIÓN;6,32;;;;;;;;;;;;
433;201805546;F;6,95;1,689;145;9,38;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,85;CÁLCULO DE UNA VARIABLE;6;COMUNICACIÓN I;6,2;FUNDAMENTOS DE PROGRAMACIÓN;7,26;QUÍMICA GENERAL;6,43;;;;
434;201706868;M;7,59;3,278;110;32,10;ÁLGEBRA LINEAL;6,62;BIOLOGÍA;8,01;CÁLCULO DE VARIAS VARIABLES;7,2;COMUNICACIÓN I;6,95;DEPORTE: TENIS;9,5;DESARROLLO SOCIAL Y VOLUNTARIADO;8,85;FÍSICA I;6,10;FÍSICA I;6,1;ECUACIONES DIFERENCIALES;5,68;ESTADÍSTICA;2,68;FÍSICA II;6;FUNDAMENTOS DE PROGRAMACIÓN;7,52;MECÁNICA VECTORIAL;6,52;;
435;201705944;M;7,45;1,011;91;35,46;ARTE Y CIENCIA;8,28;BIOLOGÍA;7,63;COMUNICACIÓN I;6,85;FÍSICA CONCEPTUAL;7;MATEMÁTICAS FINANCIERAS;6,3;;;;;COMUNICACIÓN II;6,45;FUNDAMENTOS DE PROGRAMACIÓN;6,48;HISTORIA DEL ARTE I;6,95;HISTORIA DEL CINE I;7,85;NARRATIVA AUDIOVISUAL;7,45;;;;
436;201712197;M;7,23;0,319;127;20,13;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,95;BIOLOGÍA;8,18;CÁLCULO DE UNA VARIABLE;4,66;COMUNICACIÓN I;6,3;QUÍMICA GENERAL;6,5;;;;;ÁLGEBRA LINEAL;6,2;CÁLCULO DE UNA VARIABLE;6,68;COMUNICACIÓN II;6,4;DEPORTE: FÚTBOL;8,4;FUNDAMENTOS DE PROGRAMACIÓN;7,8;;;;
437;201314399;M;7,40;0,375;114;28,30;;;;;;;;;;;;;;;CÁLCULO DE VARIAS VARIABLES;3,54;DEPORTE: FÚTBOL;8;FUNDAMENTOS DE PROGRAMACIÓN;1,92;TEORÍA DEL ARTE;0,8;;;;;;
438;201802725;F;7,31;0,325;132;16,98;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,1;CÁLCULO DE UNA VARIABLE;6,04;COMUNICACIÓN I;6,2;FUNDAMENTOS DE PROGRAMACIÓN;7,04;QUÍMICA GENERAL;7,41;;;;
439;201713948;M;7,00;0,440;140;15,15;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,5;CÁLCULO DE UNA VARIABLE;6,56;COMUNICACIÓN I;6,85;QUÍMICA GENERAL;6,2;;;;;;;BIOLOGÍA;7;CÁLCULO DE VARIAS VARIABLES;6,8;COMUNICACIÓN II;6,45;FÍSICA I;6,96;FUNDAMENTOS DE PROGRAMACIÓN;7,66;;;;
440;201502830;M;6,61;0,566;142;11,80;;;;;;;;;;;;;;;ÁLGEBRA LINEAL;1,72;FUNDAMENTOS DE PROGRAMACIÓN;1,94;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;3,25;;;;;;;;
441;201804168;F;7,90;0,649;134;17,09;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,75;CÁLCULO DE UNA VARIABLE;7,76;COMUNICACIÓN I;6,7;FUNDAMENTOS DE PROGRAMACIÓN;6,72;QUÍMICA GENERAL;6,92;;;;
442;201206438;M;7,59;6,229;100;37,82;BUCEO Y ACTIVIDADES NÁUTICAS;5,05;DEPORTE: AJEDREZ;2,2;ENOLOGÍA;2,65;INGLÉS V;6,85;;;;;;;ÁLGEBRA LINEAL;0,44;CÁLCULO DE VARIAS VARIABLES;1,12;FUNDAMENTOS DE PROGRAMACIÓN;1,2;QUÍMICA ANALÍTICA;5,19;;;;;;
443;201805769;M;6,65;1,241;147;9,26;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,55;CÁLCULO DE UNA VARIABLE;6,02;COMUNICACIÓN I;6,7;FUNDAMENTOS DE PROGRAMACIÓN;6;QUÍMICA GENERAL;6;;;;
444;201709813;M;7,58;0,842;146;9,32;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,15;CÁLCULO DE UNA VARIABLE;4,12;COMUNICACIÓN I;6,50;QUÍMICA GENERAL;4,96;;;;;;;ÁLGEBRA LINEAL;1,48;CÁLCULO DE UNA VARIABLE;2,5;FUNDAMENTOS DE PROGRAMACIÓN;1,24;INGLÉS IV;1,27;;;;;;
445;201709532;M;7,01;0,435;120;14,89;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,05;ARTE Y TECNOLOGÍA;9,32;COMUNICACIÓN I;6,50;MATEMÁTICAS;6,80;;;;;;;COMUNICACIÓN II;7,1;ESTADÍSTICA;6,02;FÍSICA CONCEPTUAL;6,76;FUNDAMENTOS DE PROGRAMACIÓN;6,5;;;;;;
446;201802568;F;8,00;1,290;131;18,13;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,45;BIOLOGÍA;8,3;CÁLCULO DE UNA VARIABLE;6;COMUNICACIÓN I;7,35;FUNDAMENTOS DE PROGRAMACIÓN;7,92;;;;
447;201512015;F;7,50;45,961;115;30,72;ÁLGEBRA LINEAL;6,24;CÁLCULO DE VARIAS VARIABLES;4,52;FRANCÉS BÁSICO B;8,75;INGLÉS V;7,66;INTRODUCCIÓN A LA INGENIERÍA EN ALIMENTOS;7,65;;;;;CÁLCULO DE VARIAS VARIABLES;6,02;ECUACIONES DIFERENCIALES;4,96;FUNDAMENTOS DE PROGRAMACIÓN;5,54;;;;;;;;
448;201013711;M;6,84;0,240;125;22,36;CÁLCULO DE VARIAS VARIABLES;6,46;;;;;;;;;;;;;ANÁLISIS DE REDES ELÉCTRICAS I;2,88;ECUACIONES DIFERENCIALES;4;FÍSICA III;5,04;FUNDAMENTOS DE PROGRAMACIÓN;4,3;;;;;;
449;201514728;M;7,26;1,052;88;38,89;ÁLGEBRA LINEAL;4,28;CÁLCULO DE VARIAS VARIABLES;5,14;FUNDAMENTOS DE PROGRAMACIÓN;1,74;INGLÉS IV;7,97;INTRODUCCIÓN A LA ECONOMÍA;7,9;;;;;CÁLCULO DE VARIAS VARIABLES;5,02;FUNDAMENTOS DE PROGRAMACIÓN;6,2;INGLÉS V;6,6;MACROECONOMÍA I;8,55;MICROECONOMÍA I;6,1;;;;
450;201601598;M;6,71;0,506;120;25,47;CÁLCULO DE VARIAS VARIABLES;6,96;;;;;;;;;;;;;BIOLOGÍA;6,65;ECUACIONES DIFERENCIALES;4,24;ESTADÍSTICA;6,12;FÍSICA II;6,22;FUNDAMENTOS DE PROGRAMACIÓN;8;;;;
451;201703360;F;7,28;0,539;121;26,67;ÁLGEBRA LINEAL;4,82;BIOLOGÍA;8,4;CÁLCULO DE VARIAS VARIABLES;6,32;COMUNICACIÓN II;7,6;FÍSICA I;5,4;;;;;ALEMÁN INICIAL I;9,05;DANZA;1,25;DIBUJO TÉCNICO Y PLANOS;7,21;FUNDAMENTOS DE PROGRAMACIÓN;6,02;TOPOGRAFÍA;7,82;;;;
452;201420154;M;7,31;0,454;82;43,06;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;6,7;COMUNICACIÓN II;7,9;ESTUDIO DE CASOS DE CIENCIAS SOCIALES;6,97;FUNDAMENTOS DE MERCADEO;6,9;FUNDAMENTOS DE PROGRAMACIÓN;0,58;TEORÍA DEL ARTE;8,05;;
453;201807328;M;7,40;0,533;138;14,81;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,45;CÁLCULO DE UNA VARIABLE;6,3;COMUNICACIÓN I;6,25;FUNDAMENTOS DE PROGRAMACIÓN;6,84;QUÍMICA GENERAL;8,08;;;;
454;201603651;M;7,99;0,419;114;30,06;DEPORTE: KAYAK;10;ESTADÍSTICA DESCRIPTIVA;5,52;FÍSICA I;4,98;FUNDAMENTOS DE PROGRAMACIÓN;4,22;INGLÉS V;8,83;;;;;FUNDAMENTOS DE PROGRAMACIÓN;6,06;;;;;;;;;;;;
455;201714417;M;7,41;;127;20,13;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,05;CÁLCULO DE UNA VARIABLE;4,98;COMUNICACIÓN I;6,3;QUÍMICA GENERAL;5,48;;;;;;;CÁLCULO DE UNA VARIABLE;7,32;COMUNICACIÓN II;7,95;FUNDAMENTOS DE PROGRAMACIÓN;8,58;QUÍMICA GENERAL;8,27;;;;;;
456;201021375;F;7,17;1,046;45;73,08;CIENCIA E INGENIERÍA DE MATERIALES;4,38;ECUACIONES DIFERENCIALES;5,48;FUNDAMENTOS DE PROGRAMACIÓN;1,48;MANEJO DE PRODUCTOS QUÍMICOS Y PREVENCIÓN DE RIESGOS;6,8;;;;;;;ECUACIONES DIFERENCIALES;6,24;EVALUACIÓN DE IMPACTO AMBIENTAL;0;FUNDAMENTOS DE PROGRAMACIÓN;1,48;GESTIÓN DE CALIDAD, AMBIENTE Y SEGURIDAD EN LA INDUSTRIA;7,68;;;;;;
457;201715042;M;8,53;1,609;134;18,79;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,95;CÁLCULO DE UNA VARIABLE;8,6;COMUNICACIÓN I;6,55;QUÍMICA GENERAL;7,78;;;;;;;ÁLGEBRA LINEAL;8,32;BIOLOGÍA;9,2;CÁLCULO DE VARIAS VARIABLES;9,22;FÍSICA I;8,28;FUNDAMENTOS DE PROGRAMACIÓN;9,44;;;;
458;201408052;M;6,97;0,897;89;45,40;BIOLOGÍA;6,62;ESTADÍSTICA INFERENCIAL;3,14;FUNDAMENTOS DE PROGRAMACIÓN;1,06;INVESTIGACIÓN DE OPERACIONES;6,05;;;;;;;ESTADÍSTICA INFERENCIAL;6,5;FUNDAMENTOS DE PROGRAMACIÓN;6,84;INGENIERÍA DE MÉTODOS;7,56;PROCESOS INDUSTRIALES;7,05;;;;;;
459;201314710;M;7,00;0,531;133;17,39;ÁLGEBRA LINEAL;0,52;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;6,1;CÁLCULO DE UNA VARIABLE;0,56;FUNDAMENTOS DE PROGRAMACIÓN;1,34;MATEMÁTICAS DISCRETAS;0;;;;;CÁLCULO DE UNA VARIABLE;1,8;COMUNICACIÓN II;0;DEPORTE: BALONCESTO;10;FUNDAMENTOS DE PROGRAMACIÓN;6,48;INGLÉS III;0,96;;;;
460;201612033;M;7,41;0,520;128;20,50;COMUNICACIÓN II;5,35;ECUACIONES DIFERENCIALES;5,42;;;;;;;;;;;BIOLOGÍA;7,53;DANZA;0,45;FUNDAMENTOS DE PROGRAMACIÓN;1,78;QUÍMICA GENERAL;7,92;TEORÍA DEL ARTE;2,15;;;;
461;201711165;F;8,85;0,859;102;27,66;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;9,3;ARTE Y TECNOLOGÍA;9;COMUNICACIÓN I;7,95;FUNDAMENTOS DE PROGRAMACIÓN;4,32;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;9;MATEMÁTICAS;8,14;;;ARTE Y CIENCIA;8,64;COMUNICACIÓN II;9;FÍSICA CONCEPTUAL;8,02;FUNDAMENTOS DE PROGRAMACIÓN;9,24;INGLÉS V;9,4;;;;
462;201703006;M;7,37;1,119;116;30,12;ÁLGEBRA LINEAL;5,72;BIOLOGÍA;7,95;CÁLCULO DE VARIAS VARIABLES;6,04;COMUNICACIÓN II;7,6;FÍSICA I;6,54;;;;;ÁLGEBRA LINEAL;6,78;DEPORTE: KAYAK;10;ESTADÍSTICA;6,16;FÍSICA II;6,12;FUNDAMENTOS DE PROGRAMACIÓN;6,9;;;;
463;201602240;M;7,57;2,217;97;39,38;CÁLCULO DE VARIAS VARIABLES;6,24;ECUACIONES DIFERENCIALES;6,42;FÍSICA I;6,14;INGLÉS III;7,41;;;;;;;CHINO-MANDARÍN BÁSICO A;7,35;ESTADÍSTICA;4,5;FÍSICA II;4,4;FUNDAMENTOS DE PROGRAMACIÓN;7,34;;;;;;
464;201505112;F;7,08;0,898;128;19,87;CÁLCULO DE VARIAS VARIABLES;4,5;FÍSICA I;5,58;FUNDAMENTOS DE PROGRAMACIÓN;1,42;INGLÉS III;1,87;INTRODUCCIÓN A LA INGENIERÍA QUÍMICA;6,95;;;;;CÁLCULO DE VARIAS VARIABLES;6,14;FUNDAMENTOS DE PROGRAMACIÓN;0,64;INGLÉS III;4,55;QUÍMICA ANALÍTICA;1,27;;;;;;
465;201713898;M;7,25;1,272;142;11,80;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,7;CÁLCULO DE UNA VARIABLE;3,6;COMUNICACIÓN I;6,9;QUÍMICA GENERAL;6,18;;;;;;;ÁLGEBRA LINEAL;5,74;BIOLOGÍA;8,76;CÁLCULO DE UNA VARIABLE;6,08;COMUNICACIÓN II;7,4;FUNDAMENTOS DE PROGRAMACIÓN;7,76;;;;
466;201800463;F;7,40;0,410;130;7,80;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,25;ARTE Y TECNOLOGÍA;8,2;COMUNICACIÓN I;6,85;FUNDAMENTOS DE PROGRAMACIÓN;0,52;MATEMÁTICAS;6,28;;;;
467;201503997;F;7,58;1,139;85;48,80;DEPORTE: PING PONG;9,05;ESTADÍSTICA;6,04;INTRODUCCIÓN A LA GESTIÓN AMBIENTAL;8,65;INTRODUCCIÓN A LA INGENIERÍA EN ALIMENTOS;9;MICROBIOLOGÍA DE ALIMENTOS;6,13;;;;;BIOQUÍMICA ALIMENTARIA;6,62;FUNDAMENTOS DE INGENIERÍA EN ALIMENTOS;7,9;FUNDAMENTOS DE PROGRAMACIÓN;7,1;INOCUIDAD ALIMENTARIA;7,3;;;;;;
468;200537371;M;6,70;1,322;120;24,53;;;;;;;;;;;;;;;CÁLCULO DE VARIAS VARIABLES;4,98;FUNDAMENTOS DE PROGRAMACIÓN;0,48;FUNDAMENTOS DE TELECOMUNICACIONES;5,35;INGLÉS III;2,67;;;;;;
469;201702412;M;7,17;0,260;127;20,13;ÁLGEBRA LINEAL;4,72;BIOLOGÍA;7,58;CÁLCULO DE VARIAS VARIABLES;6,98;COMUNICACIÓN II;7,5;FÍSICA I;5,38;;;;;ÁLGEBRA LINEAL;6,46;DEPORTE: VOLEIBOL;9,75;FÍSICA I;7,02;FUNDAMENTOS DE PROGRAMACIÓN;6,02;INGLÉS I;6,57;;;;
470;201710639;M;8,04;1,098;106;25,87;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,3;COMUNICACIÓN I;7,55;CONTABILIDAD I;8,6;MATEMÁTICAS;9,16;;;;;;;COMUNICACIÓN II;8,7;ESTADÍSTICA;8,72;FUNDAMENTOS DE ADMINISTRACIÓN;8,3;FUNDAMENTOS DE PROGRAMACIÓN;7,88;INTRODUCCIÓN A LA ECONOMÍA;7,8;TEORÍA DEL TURISMO;8,3;;
471;201704228;M;7,88;0,275;121;25,77;ÁLGEBRA LINEAL;7,88;CÁLCULO DE VARIAS VARIABLES;6,64;COMUNICACIÓN I;7,1;DEPORTE: AJEDREZ;9,4;DEPORTE: PING PONG;9,8;FÍSICA I;6,42;;;BIOLOGÍA;3,13;COMUNICACIÓN II;2,95;ESTADÍSTICA DESCRIPTIVA;3,46;FUNDAMENTOS DE PROGRAMACIÓN;3,12;INTRODUCCIÓN A LA ECONOMÍA;0,9;;;;
472;201715059;M;7,54;0,438;134;15,72;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;6,7;CÁLCULO DE UNA VARIABLE;6,46;COMUNICACIÓN I;7,65;QUÍMICA GENERAL;7,03;;;;;;;ÁLGEBRA LINEAL;7,94;BIOLOGÍA;7,6;CÁLCULO DE VARIAS VARIABLES;7,88;FÍSICA I;7,6;FUNDAMENTOS DE PROGRAMACIÓN;8,98;;;;
473;201800182;F;7,96;2,287;133;5,67;;;;;;;;;;;;;;;ARTE Y TECNOLOGÍA;8,96;COMUNICACIÓN I;6,05;FUNDAMENTOS DE PROGRAMACIÓN;2,22;INGLÉS I;8,87;;;;;;
474;201806973;F;8,25;1,257;134;16,77;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8;CÁLCULO DE UNA VARIABLE;7,46;COMUNICACIÓN I;6,75;FUNDAMENTOS DE PROGRAMACIÓN;8,96;QUÍMICA GENERAL;7,68;;;;
475;201708112;F;7,31;0,838;109;23,78;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,95;COMUNICACIÓN I;8,15;CONTABILIDAD I;7,25;FUNDAMENTOS DE PROGRAMACIÓN;4,28;MATEMÁTICAS;6,54;;;;;COMUNICACIÓN II;8,15;ESTADÍSTICA;7,28;FUNDAMENTOS DE ADMINISTRACIÓN;7,2;FUNDAMENTOS DE PROGRAMACIÓN;6,02;INTRODUCCIÓN A LA ECONOMÍA;6,3;TEORÍA DEL TURISMO;8;;
476;201801073;F;7,59;0,549;144;9,62;;;;;;;;;;;;;;;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;8,9;CÁLCULO DE UNA VARIABLE;7,3;COMUNICACIÓN I;7;FUNDAMENTOS DE PROGRAMACIÓN;8,04;QUÍMICA GENERAL;6,72;;;;
477;201411712;M;7,37;0,616;126;21,74;CÁLCULO DE UNA VARIABLE;1,34;EDUCACIÓN SOCIOEMOCIONAL;8,35;FUNDAMENTOS DE PROGRAMACIÓN;1,96;INGLÉS II;7,86;;;;;;;FUNDAMENTOS DE PROGRAMACIÓN;6,06;INGLÉS III;7,43;;;;;;;;;;
478;201712130;M;7,27;0,733;157;4,85;ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I;7,1;CÁLCULO DE UNA VARIABLE;5,16;COMUNICACIÓN I;7,8;QUÍMICA GENERAL;5,55;;;;;;;ÁLGEBRA LINEAL;3,7;BIOLOGÍA;6,9;FUNDAMENTOS DE PROGRAMACIÓN;4,32;;;;;;;;
479;201514806;M;7,07;1,439;88;46,67;ESTADÍSTICA;7;FUNDAMENTOS DE PROGRAMACIÓN;1,2;INGLÉS V;7,47;INTRODUCCIÓN A LA INGENIERÍA CIVIL;7,05;MECÁNICA VECTORIAL;6,04;;;;;DIBUJO TÉCNICO Y PLANOS;6,75;FUNDAMENTOS DE PROGRAMACIÓN;7,62;MATERIALES DE CONSTRUCCIÓN;7,45;RESISTENCIA DE MATERIALES;6,22;;;;;;
